issue_number,comment_count,has_solution_comment,all_comments_text,solution_comments,unique_commenters
301989,4,0,"same issue |SEP| please look at the following meta issue: []( [url] please refer to that issue for updates and discussions. feel free to open a new issue if you think this is a different problem. this is unrelated issue. |SEP| my issue is not related to 252230 so please stop tagging that to me and closing my ticket. i have to resubmit every time you do that. on mon, 16 mar, 2026, 14:23 vs-code-engineering[bot], < @ . wrote: vs-code-engineering[bot] left a comment (microsoft/vscode) please look at the following meta issue: . please refer to that issue for updates and discussions. feel free to open a new issue if you think this is a different problem. — reply to this email directly, view it on github , or unsubscribe . you are receiving this because you authored the thread.message id: @ . |SEP| i'm also on the pro trial. could the issue be related to the trial 30 monthly subscriber quota",,2
301993,5,0,"issue is still there. i am using latest version of vscode. |SEP| probably related: [url] |SEP| your account still shows as edu on my end. are you sure you converted? is it the same account? |SEP| []( [url] your account still shows as edu on my end. are you sure you converted? is it the same account? no, i purchased a paid subscription on my new account: [url] it’s not an edu account. |SEP| please refer to [url] for updates as github is aware and working on it",,4
302005,5,0,"probably the same issue as ... |SEP| additional note: i posted the raw http-layer findings in as well. the key point is that the affected marketplace [inline code] response appears to arrive with [inline code] , and the raw body starts with [inline code] instead of [inline code] . the same url becomes a valid vsix if downloaded with [inline code] . if this issue is indeed the same root cause as , please feel free to merge/track it there. |SEP| dupe [url] |SEP| -bit how many extensions on your vs code? are you able to install if you turn off proxy? |SEP| [-bit]( [url] how many extensions on your vs code? are you able to install if you turn off proxy? about 15 extensions in my vscode. and i verified both proxy turn on and off, neither worked.",,4
302014,2,0,"thanks for testing! -mar i think something definitely went wrong. do you mind closing the window and test once more with new cli session? i'm suspecting the screenshot may have to do something with the relative files not opening up |SEP| hi thanks, this seems to work now for some reason on trying a second time.",,2
302049,1,0,/duplicate [url],,1
302054,2,0,"i am unable to repro... i see pop up every time. what do you have for [inline code] setting? |SEP| either way, i have a pr that should help.",,1
302062,5,1,"related/same [url] |SEP| looks like on friday something changed and almost all requests are handled by gpt41 |SEP| looks like capi is only returning gpt40 and gpt41 |SEP| the exp, model-hint is good, it is still claude-haiku-4.5 |SEP| capi incident - should be fixed soon by",capi incident - should be fixed soon by,2
302069,9,0,"same |SEP| as i understand it, many people encountered this problem a couple of hours ago. |SEP| if you're a student, it is because sonnet, opus and gpt 5.4 are no longer available in the free copilot plan for students |SEP| not student, i use premium plan |SEP| same issue on my side, i have valid pro plan (its in trial but anyway i plan to keep using it after trial) it was working fine last week, and this morning i'm facing same issue (limit is at 33.5% so that's not an issue). tried everything to re-install extension, re-authenticate, nothing worked. |SEP| same issue for me, i have a valid pro plan that is still in trial, couple of days ago i could use all models today, i'm limited to old models. |SEP| probably related: [url] |SEP| see [this discussion]( [url] |SEP| please see above discussion.",,8
302096,4,1,"i'm unable to reproduce - could you double check any existing keybindings, or if there might be anything interfering with the quick fix command? |SEP| i clearly noticed this problem when updating to version 1.111.0, and i'm now seeing the same thing in 1.112.0. i'll try checking the default profile and disabling various extensions. |SEP| additional information: this issue was not detected when using the default profile. i'll try to figure out which extension is causing it. |SEP| using extension bisect, i discovered the problem was in the linux themes for vs code extension (solarliner.linux-themes). this issue can be closed. thanks for your support.","i'm unable to reproduce - could you double check any existing keybindings, or if there might be anything interfering with the quick fix command? |SEP| using extension bisect, i discovered the problem was in the linux themes for vs code extension (solarliner.linux-themes). this issue can be closed. thanks for your support.",2
302097,3,0,after 0.5 or 1 prompt it gives this error: error during etc... |SEP| new change has breaked everything. co-pilot is breaking have a look on it. it is wasting prompts.. |SEP| it says error during execution,,1
302137,2,0,"i can't repro, so the full stack would be helpful |SEP| oh no, i thought it was global, but it was specific to that session. and i no longer remember which one that was. :(",,2
302174,2,0,"copilot chat extension version:0.19.1 vs code version:1.111.0 os version:15.7.1 feature (e.g. agent/edit/ask mode):agent selected model (e.g. gpt 4.1, claude 3.7 sonnet): claude opus 6 logs: |SEP| mainthreadextensionservice.ts:79 [github.copilot-chat]error during execution $onextensionruntimeerror @ mainthreadextensionservice.ts:79 mainthreadextensionservice.ts:80 error: error during execution at wo.handleresultmessage (/users/thunder/.vscode/extensions/github.copilot-chat-0.39.1/dist/extension.js:2128:11800) at wo. processmessages (/users/thunder/.vscode/extensions/github.copilot-chat-0.39.1/dist/extension.js:2128:7986) at processticksandrejections (node:internal/process/task queues:105:5) $onextensionruntimeerror @ mainthreadextensionservice.ts:80 log.ts:460 err an unknown error occurred. please consult the log for more details. error @ log.ts:460 console.ts:139 [extension host] rejected promise not handled within 1 second: error: error during execution lyi @ console.ts:139 console.ts:139 [extension host] stack trace: error: error during execution at wo.handleresultmessage (/users/thunder/.vscode/extensions/github.copilot-chat-0.39.1/dist/extension.js:2128:11800) at wo. processmessages (/users/thunder/.vscode/extensions/github.copilot-chat-0.39.1/dist/extension.js:2128:7986) at processticksandrejections (node:internal/process/task queues:105:5) lyi @ console.ts:139 mainthreadextensionservice.ts:79 [github.copilot-chat]error during execution $onextensionruntimeerror @ mainthreadextensionservice.ts:79 mainthreadextensionservice.ts:80 error: error during execution at wo.handleresultmessage (/users/thunder/.vscode/extensions/github.copilot-chat-0.39.1/dist/extension.js:2128:11800) at wo. processmessages (/users/thunder/.vscode/extensions/github.copilot-chat-0.39.1/dist/extension.js:2128:7986) at processticksandrejections (node:internal/process/task queues:105:5) $onextensionruntimeerror @ mainthreadextensionservice.ts:80 log.ts:460 err an unknown error occurred. please consult the log for more details. error @ log.ts:460 marketplace.visualstudio.com/ apis/public/gallery/vscode/oracle/oracledevtools/latest:1 failed to load resource: the server responded with a status of 404 ()",,1
302229,2,0,i think we just show this for any valid slash command syntax e.g. solution here is probably to implement prompt/skill file linking when user clicks on it (which would probably implicitly force us to handle the case where no such link exists.) |SEP| let's track in [url],,1
302239,2,0,"the activity bar is also on the right hand side, not just left side. hiding it will hide it on both sides, moving it to the top or bottom will also do it on both sides |SEP| , but have you seen the video? i don't know how it's working internally, and from a user perspective, i should not do that. the problem is that the activity bar visibility affects random elements on the right side of the chat. it's illogical and chaotic from the user's perspective.",,2
302279,3,0,"also related to timing: attempting cloud delegation on a non-git repo resulted in the timestamp for all cloud sessions being updated, even though there weren't changes made to any of these sessions ( [url] the below sessions for instance all span many days and weeks, not just 2 hours ago (and the same incorrect 2 hour timestamp is used both in insiders and sessions): |SEP| how about we remove the entire ""completed..."" string? it seems to add more noise than value and is most often not showing as soon as there is diff information anyway... |SEP| i really like the change to just have 1 timestamp per session!",,2
302281,4,0,"i see a cloud session was created in a random repo from this interaction: [url] |SEP| i can't figure out how to get back to my list of sessions. i tried completely closing and reopening sessions, but the list on the left is still only cloud sessions. if i try sending a new local workspace chat, it shows up in the list, but i'm not sure where to find my previous sessions: i can find all my previous non-cloud sessions in regular insiders. |SEP| i experience this in the latest insiders too (not just exploration), though i was able to find how to get back to all my sessions by unselecting [inline code] from the filter. interestingly, i think it's because the timestamp for every cloud session was updated to when i sent this ^ session (as shown in screenshot above, every cloud session's timestamp was [inline code] ). |SEP| split into [url]",,2
302286,2,0,type: bug nein will kein abbo ich kann auch die freie version verwenden st sogar men recht vs code version: code 1.110.1 ([61b3d0a]( [url] 2026-03-06t23:03:27.520z) os version: windows nt x64 10.0.26200 modes: |SEP| wollte das nicht machen vertippt,,1
302306,2,0,"subject: complaint about credits in vs code email body: dear sirs, i recently purchased credits in visual studio code, according to the contract that provides 30 free days. however, already the day after the purchase, i received a message informing me that i no longer have available credits. i request an immediate review of the situation and correction of access according to the established contract. i await your response and solution. sincerely, ademir |SEP| moral e legalmente não necessito fazer nova reclamação. você quebraram contrato e isso eu esperava resolver sem judicializar, porem percebo que você prefere sair como ""desrespitosos"" para com o usuário nas redes sociais ou um embate judicial. sou brasileir, estou pasaando minha verias com meu parentes, porem na proxima quarta feira estarei na minha califórnia, vamos ver o que nossa justiça diz. subject: breach of contract dear [recipient's name], morally and legally, i do not need to file a new complaint regarding this matter. the contract has already been breached, and i had hoped to resolve this issue amicably without resorting to legal action. however, it seems that you have chosen to adopt a stance of disrespect towards the user, whether through social media or by escalating this into a legal dispute. i am currently spending my vacation with relatives in brazil, but i will return to california next wednesday. at that point, i will explore legal avenues to address this situation and see how justice handles this breach. sincerely, ademir ferraz professor titular ademir ferraz professor titular por defesa de tese dr. ademir gomes ferraz ======================== curriculum lattes [url] em seg., 16 de mar. de 2026 às 21:23, vs-code-engineering[bot] < @ . escreveu: vs-code-engineering[bot] left a comment (microsoft/vscode) please look at the following meta issue: . please refer to that issue for updates and discussions. feel free to open a new issue if you think this is a different problem. — reply to this email directly, view it on github , or unsubscribe . you are receiving this because you authored the thread.message id: @ .",,1
302337,2,0,it will no longer show automatically after the worktree has been created |SEP| nice!,,2
302345,6,0,"what's broken? |SEP| ""explorer.compactfolders"" config |SEP| works fine for me both desktop 1.111.0 and [url] windows 11 i've never noticed it not working over the past few years |SEP| i've provided screenshots. for same config, just next version after 1.107.1, other instance behaves different. |SEP| we don't support vscodium. please reproduce this issue with an official distribution of vs code as i'm not able to reproduce the issue |SEP| i appears to be [url] the problem. i found this pull request earlier, just couldn't find general accessibility config switcher, and don't remember why it was enabled in my config, config appears to start with ""editor."" [url] [inline code]",,3
302365,1,0,like what happened with my chat history now?,,1
302405,1,0,/duplicate [url],,1
302439,2,0,1 |SEP| 1,,1
302443,1,1,"i just got exactly the same issue - it said it would reset on 14th march, now it says i've exceeded and it will reset 15th april. i haven't used it in over a week. my copilot chat quota was going to reset on 13 march, but it never happened, now its showing the allowance reset date of 13 april. but somehow inline suggessions quata got a reset on 13 march, i tried reseting the extension, also tried reinstalling it. please fix !!","i just got exactly the same issue - it said it would reset on 14th march, now it says i've exceeded and it will reset 15th april. i haven't used it in over a week. my copilot chat quota was going to reset on 13 march, but it never happened, now its showing the allowance reset date of 13 april. but somehow inline suggessions quata got a reset on 13 march, i tried reseting the extension, also tried reinstalling it. please fix !!",1
302452,4,1,"this is very strange. this is of course on insiders and i am uncertain how to resolve this one. |SEP| on the latest insider's, using both space and enter work for me to change the model |SEP| this may be a settings.json issue, i will continue to investigate. |SEP| the issue was corruption in the global storage folder. removing this and having it rebuild solved the issue. i tried to narrow the scope to a specific folder or file but this prooved not to be successful. if i copied the global storage folder over to the re-installed version the problem returned. i have a solution but thought i would share outcomes here.",the issue was corruption in the global storage folder. removing this and having it rebuild solved the issue. i tried to narrow the scope to a specific folder or file but this prooved not to be successful. if i copied the global storage folder over to the re-installed version the problem returned. i have a solution but thought i would share outcomes here.,2
302465,1,0,this is not a duplicate,,1
302467,1,0,can you help? i cant get around this,,1
302471,2,1,"proposed fix / ux direction: - bubble terminal subagent failures that come back as provider/tool/model rate-limit errors into the parent agent event stream. - attach structured metadata such as [inline code] / [inline code] , [inline code] , [inline code] , and the subagent name / id. - render the same retry ui at the parent level when the child error is retryable. - add a clickable summary row in the parent thread linking to the failing subagent turn. - preserve the detailed child history, but do not make it the only place the error is visible. - consider a dedicated parent-level message such as: [inline code] that would make the failure discoverable in the main conversation while still preserving the deeper child transcript for debugging. |SEP| environment details: - vs code version: 1.111.0 (universal) - commit: [hash] - date: 2026-03-06t23:06:10z - electron: 39.6.0 - electronbuildid: 13330601 - chromium: 142.0.7444.265 - node.js: 22.22.0 - v8: 14.2.231.22-electron.0 - os: darwin arm64 25.3.0 (macos tahoe, apple silicon) confirmed reproducible on this build. the subagent was invoked via a custom agent ( [inline code] mode) using [inline code] . the child agent hit github's model rate limit ( [inline code] ), but the parent conversation showed no error indicator — only the subagent's collapsed history contained the failure message at the bottom.","proposed fix / ux direction: - bubble terminal subagent failures that come back as provider/tool/model rate-limit errors into the parent agent event stream. - attach structured metadata such as [inline code] / [inline code] , [inline code] , [inline code] , and the subagent name / id. - render the same retry ui at the parent level when the child error is retryable. - add a clickable summary row in the parent thread linking to the failing subagent turn. - preserve the detailed child history, but do not make it the only place the error is visible. - consider a dedicated parent-level message such as: [inline code] that would make the failure discoverable in the main conversation while still preserving the deeper child transcript for debugging.",1
302475,2,1,"oh, actually i found this same/similar issue: sorry, but i was under the impression it should have be under the label [inline code] and i missed it. |SEP| today i noticed that the problem seems solved with the current v [inline code] of the extension. now the model name uses the same model code used to pull models (nice), and the context length looks right for each model previously affected by the problem. i'm closing the issue since it looks resolved in the latest stable version. thanks!","today i noticed that the problem seems solved with the current v [inline code] of the extension. now the model name uses the same model code used to pull models (nice), and the context length looks right for each model previously affected by the problem. i'm closing the issue since it looks resolved in the latest stable version. thanks!",1
302477,2,1,pr to main [url] |SEP| closing as fixed by,closing as fixed by,2
302499,4,1,"a screenshot would help |SEP| just like this, sometimes it's automatic, but sometimes you need to manually close the task terminal. |SEP| here’s the translation of the chinese text in your screenshot: 检查服务端 → “checking server side” 终端正在等待输入。 → “the terminal is waiting for input.” 终端将被任务重用，按任意键关闭。 请向终端提供所需的输入。 → “the terminal will be reused by tasks. press any key to close. please provide the required input to the terminal.” in plain english: your program/task is paused because it’s waiting for you to type something into the terminal. |SEP| here’s the translation of the chinese text in your screenshot: 检查服务端 → “checking server side” 终端正在等待输入。 → “the terminal is waiting for input.” 终端将被任务重用，按任意键关闭。 请向终端提供所需的输入。 → “the terminal will be reused by tasks. press any key to close. please provide the required input to the terminal.” in plain english: your program/task is paused because it’s waiting for you to type something into the terminal. i know, but the problem is that sometimes it can exit the task automatically, while other times it blocks the conversation. maybe it's an operational issue with the ai. by the way, has the problem been solved?","just like this, sometimes it's automatic, but sometimes you need to manually close the task terminal. |SEP| here’s the translation of the chinese text in your screenshot: 检查服务端 → “checking server side” 终端正在等待输入。 → “the terminal is waiting for input.” 终端将被任务重用，按任意键关闭。 请向终端提供所需的输入。 → “the terminal will be reused by tasks. press any key to close. please provide the required input to the terminal.” in plain english: your program/task is paused because it’s waiting for you to type something into the terminal. |SEP| here’s the translation of the chinese text in your screenshot: 检查服务端 → “checking server side” 终端正在等待输入。 → “the terminal is waiting for input.” 终端将被任务重用，按任意键关闭。 请向终端提供所需的输入。 → “the terminal will be reused by tasks. press any key to close. please provide the required input to the terminal.” in plain english: your program/task is paused because it’s waiting for you to type something into the terminal. i know, but the problem is that sometimes it can exit the task automatically, while other times it blocks the conversation. maybe it's an operational issue with the ai. by the way, has the problem been solved?",2
302501,1,1,/duplicate i'm working on a fix. it's a general issue with the list view... a lot more involved than anticipated,/duplicate i'm working on a fix. it's a general issue with the list view... a lot more involved than anticipated,1
302502,3,0,"can you include your logs cmd + shift + p - show output channel - github copilot chat |SEP| 2026-03-17 16:05:53.649 [info] [gitextensionserviceimpl] initializing git extension service. 2026-03-17 16:05:53.825 [info] logged in as thyagodantas 2026-03-17 16:05:53.832 [info] using the electron fetcher. 2026-03-17 16:05:53.873 [info] [gitextensionserviceimpl] successfully activated the vscode.git extension. 2026-03-17 16:05:53.873 [info] [gitextensionserviceimpl] enablement state of the vscode.git extension: true. 2026-03-17 16:05:53.873 [info] [gitextensionserviceimpl] successfully registered git commit message provider. 2026-03-17 16:05:54.221 [info] conversationfeature: waiting for copilot token to activate conversation feature 2026-03-17 16:05:54.972 [info] got copilot token for thyagodantas 2026-03-17 16:05:54.972 [info] copilot chat: 0.39.2, vs code: 1.111.0 2026-03-17 16:05:54.986 [info] [context keys] setting context key: github.copilot-chat.activated 2026-03-17 16:05:54.987 [info] activationblocker from 'languagemodelaccess' took for 805ms 2026-03-17 16:05:55.467 [info] fetched model metadata in 1268ms a0b20531-3d92-49c8-bf31- [hash] 2026-03-17 16:05:55.655 [info] latest entry: ccreq:latest.copilotmd 2026-03-17 16:05:55.656 [info] ccreq:c751ce8c.copilotmd | markdown 2026-03-17 16:05:55.664 [info] [copilotcli] mcp server started. lock file: /users/thyagodantas/.copilot/ide/74a8731f-e2ef-4bb2-98fa- [hash] .lock 2026-03-17 16:05:55.664 [info] [copilotcli] server uri: unix:/var/folders/g7/gxc49d716bnc4w0rcz3lmzqh0000gn/t/mcp-dnnu0c/mcp.sock %2fmcp 2026-03-17 16:05:55.797 [info] authenticationservice: firing ondidauthenticationchange from handleauthchangeevent. has token: true 2026-03-17 16:05:55.797 [info] copilot token sku: free educational quota 2026-03-17 16:05:55.797 [info] conversationfeature: activating contributions 2026-03-17 16:05:55.797 [info] github.vscode-pull-request-github extension is not yet activated. 2026-03-17 16:05:55.814 [info] registering default platform agent... 2026-03-17 16:05:55.814 [info] conversationfeature: ondidauthenticationchange has token: true 2026-03-17 16:05:55.815 [info] [code-referencing] public code references are enabled. 2026-03-17 16:05:55.815 [info] activationblocker from 'conversationfeature' took for 1642ms 2026-03-17 16:05:56.214 [info] byok: copilot chat known models list fetched successfully. 2026-03-17 16:05:56.219 [info] fetched model metadata in 424ms f1fdb167-562b-4f44-8dfb- [hash] 2026-03-17 16:05:56.399 [info] ccreq:a6ed2441.copilotmd | markdown 2026-03-17 16:05:56.412 [info] githubavailableembeddingtypesmanager: got embeddings. primary: metis-1024-i16-binary. deprecated: 2026-03-17 16:05:56.415 [info] workspacechunksearchservice: using embedding type metis-1024-i16-binary 2026-03-17 16:05:57.802 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.804 [info] request done: requestid: [b185f555-fdcc-4312-86fa- [hash] ] model deployment id: [] 2026-03-17 16:05:57.806 [info] ccreq:55afcb0b.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 478ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.876 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.878 [info] request done: requestid: [e0ddd044-1064-4fd2-9d49- [hash] ] model deployment id: [] 2026-03-17 16:05:57.879 [info] ccreq:72a0dff6.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 527ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.883 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.885 [info] request done: requestid: [ffc02524-0c21-42e5-aba6- [hash] ] model deployment id: [] 2026-03-17 16:05:57.886 [info] ccreq:72bae042.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 549ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.892 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.894 [info] request done: requestid: [599c5688-d0e6-424f-9621- [hash] ] model deployment id: [] 2026-03-17 16:05:57.894 [info] ccreq:949e953b.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 546ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.917 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.919 [info] request done: requestid: [b22a3127-1e87-453a-b351- [hash] ] model deployment id: [] 2026-03-17 16:05:57.920 [info] ccreq:348d1f55.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 579ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:57.930 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:57.932 [info] request done: requestid: [1ed59732-160b-4f4a-ac11- [hash] ] model deployment id: [] 2026-03-17 16:05:57.933 [info] ccreq:ccbd8676.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 576ms | [copilotlanguagemodelwrapper] 2026-03-17 16:05:58.776 [info] message 0 returned. finish reason: [stop] 2026-03-17 16:05:58.778 [info] request done: requestid: [99a6b0b2-5372-481c-a81d- [hash] ] model deployment id: [] 2026-03-17 16:05:58.778 [info] ccreq:33593303.copilotmd | success | gpt-4o-mini - gpt-4o-mini-2024-07-18 | 1445ms | [copilotlanguagemodelwrapper] 2026-03-17 16:06:07.069 [info] [claudelanguagemodelserver] claude language model server started on [url] 2026-03-17 16:06:09.042 [info] request id for failed request: 99721495-a02a-41c8-bb64- [hash] 2026-03-17 16:06:09.052 [error] server error: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.052 [error] request failed: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.056 [info] ccreq:9286470f.copilotmd | failed | claude-sonnet-4.6 | 367ms | [claude copilot proxy] 2026-03-17 16:06:09.503 [info] request id for failed request: 889f04df-21b9-499f-8ce5- [hash] 2026-03-17 16:06:09.505 [error] server error: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.505 [error] request failed: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.521 [info] ccreq:0926affc.copilotmd | failed | claude-sonnet-4.6 | 432ms | [claude copilot proxy] 2026-03-17 16:06:09.748 [info] request id for failed request: 9517c861-d0a7-47dd-b20c- [hash] 2026-03-17 16:06:09.750 [error] server error: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.750 [error] request failed: 400 {""error"":{""message"":""the requested model is not supported."",""code"":""model not supported"",""param"":""model"",""type"":""invalid request error""}} 2026-03-17 16:06:09.752 [info] ccreq:9680cc70.copilotmd | failed | claude-sonnet-4.6 | 216ms | [claude copilot proxy] 2026-03-17 16:06:09.760 [error] error: erro durante a execução at f3.handleresultmessage (/users/thyagodantas/.vscode/extensions/github.copilot-chat-0.39.2/dist/extension.js:2123:11800) at f3. processmessages (/users/thyagodantas/.vscode/extensions/github.copilot-chat-0.39.2/dist/extension.js:2123:7986) at processticksandrejections (node:internal/process/task queues:105:5) |SEP| my pr makes it so you no longer get this error but the real issue is [url]",,2
302504,1,0,duplicate [url],,1
302524,3,1,"i believe this is already fixed, can you see if you can reproduce in the [insiders build]( [url] |SEP| i checked in the insiders build and couldn't reproduce, so looks fixed to me. |SEP| thanks. should be fixed with [url] try on insiders build [insiders build]( [url] /dup [url] [url]","i believe this is already fixed, can you see if you can reproduce in the [insiders build]( [url] |SEP| i checked in the insiders build and couldn't reproduce, so looks fixed to me. |SEP| thanks. should be fixed with [url] try on insiders build [insiders build]( [url] /dup [url] [url]",3
302570,7,1,"to the bot: no, we are on the latest insiders build (1.112). i don't know who should be responsible for fixing the situation (vscode or the copilot chat extension), but it's kind of a big deal that they are not playing nice together. |SEP| something majorly wrong seems to have happened. it looks like 1.112 got published to non-insiders when it's still in insiders? version: 1.112.0 commit: [hash] date: 2026-03-17t18:09:23z electron: 39.8.0 electronbuildid: 13470701 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: darwin arm64 25.3.0 release notes still shows 1.111: [url] well, it does look like they do intend to update to 1.112: [url] so maybe the release notes and github copilot chat are just temporarily out of sync? |SEP| i am seeing the same issue. [code block] |SEP| for copilot users hitting compatibility issues — while you wait for fixes, if you want to auto-accept agent tool approvals, i built [antigravity autopilot — os level]( [url] it operates at the os accessibility level (windows ui automation) to auto-click accept/run/continue/allow buttons. works across vs code, cursor, windsurf, and antigravity — no cdp, can't be broken by ide updates. github: [url] |SEP| reporting the same issue version: 1.112.0 (user setup) commit: [hash] date: 2026-03-17t18:09:23z electron: 39.8.0 electronbuildid: 13470701 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: windows nt x64 10.0.26200 |SEP| i can reproduce this issue too. vscode updated itself to build 1.112 from 1.111 and the copilot chat agent stopped working (same error message as llxu1). |SEP| sorry for the trouble. copilot chat 0.40 is out now. if you're using vs code 1.112, you'll need to update to copilot chat 0.40. you can use the extensions: check for extension updates command for this as background: we've started rolling out stable release to ms internal users a day early. i've updated our schedule to make sure we also publish copilot chat early enough to avoid incompatibilities like this in the future","for copilot users hitting compatibility issues — while you wait for fixes, if you want to auto-accept agent tool approvals, i built [antigravity autopilot — os level]( [url] it operates at the os accessibility level (windows ui automation) to auto-click accept/run/continue/allow buttons. works across vs code, cursor, windsurf, and antigravity — no cdp, can't be broken by ide updates. github: [url]",7
302578,1,0,use markdown style,,1
302581,5,0,"the release is only available to ms internal users right now. we'll be pushing out the release to everyone else shortly and make sure the website is updated before then opening this issue to see if we can avoid this next time |SEP| []( [url] the release is only available to ms internal users right now. we'll be pushing out the release to everyone else shortly and make sure the website is updated before then opening this issue to see if we can avoid this next time ah i see, was confused when i saw that on stable. related i think: |SEP| plan: when stable release notes are not yet published for the current vs code stable version, show the insiders content but remove insiders branding from the notes. this approach shows info about the updates, but avoids confusion about the product edition. |SEP| thanks for confirming this is a microsoft internal users issue, but 112 is broken for copilot [url] i was on stable to avoid this, is there a work around that doesn't involve uninstalling stable, re-installing the externally released stable and blocking auto updates? |SEP| please open a new issue. this is one is only about the release notes",,4
302585,5,0,"is there a way to unblock version: 1.112.0 (user setup) commit: [hash] date: 2026-03-17t18:09:23z electron: 39.8.0 electronbuildid: 13470701 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: windows nt x64 10.0.26200 |SEP| vs code just got updated to the latest. now, it shows failed to load with compatibility issues with copilot chat 0.39.2. the vs code version is also 1.112.0 for me. |SEP| is there a way to unblock version: 1.112.0 (user setup) commit: [07ff9d6]( [url] date: 2026-03-17t18:09:23z electron: 39.8.0 electronbuildid: 13470701 chromium: 142.0.7444.265 node.js: 22.22.0 v8: 14.2.231.22-electron.0 os: windows nt x64 10.0.26200 rolling back to the previous stable release of vs code helped me, download and run: [url] |SEP| hi everyone, sorry for the inconvenience. the vs code team is in the middle of moving to a weekly update cycle, and we’re still learning as we go and smoothing out a few parts of the process. copilot chat 0.40 is now out . if you’re using vs code 1.112, you’ll need to update to copilot chat 0.40. the easiest way to do that is to run extensions: check for extension updates. for context, we’ve started rolling out the stable release to microsoft internal users one day earlier than before. we’ve now updated our release schedule so copilot chat will also be published earlier to avoid this kind of incompatibility going forward. |SEP| i ended up restarting my machine and chat seems to be loading now. no idea why though. can't tell if this some update lock on files, internal version check state mismatch, etc. would be great to get clear on what's going on. the system restart seemed to have auto updated my copilot chat to 0.40 which lines up with what noted.",,5
302590,13,1,"downgrading to 1.111.0 from the website fixed the issue: [code block] |SEP| same issue here. |SEP| related issues: [url] [url] |SEP| sorry for the trouble. copilot chat 0.40 is out now. if you're using vs code 1.112, you'll need to update to copilot chat 0.40. you can use the [inline code] command for this as background: we've started rolling out stable release to ms internal users a day early. i've updated our schedule to make sure we also publish copilot chat early enough to avoid incompatibilities like this in the future |SEP| i think the issue is that for the users the latest available chat version in the marketplace is: |SEP| copilot chat 0.40 is now out. if you’re using vs code 1.112, you’ll need to update to copilot chat 0.40. the easiest way to do that is to run extensions: check for extension updates . |SEP| -microsoft try running check for updates again there may also be a slight delay based on your region but it should be available everywhere now |SEP|  |SEP| let's wait for a few hours for the marketplace to update... |SEP| still having this issue; on [url] i can see newest version [inline code] but, in vscode extensions view, the changelog shows 0.39 even though the ""last released"" shows 2 hours ago (correlates with [inline code] ) |SEP| [inline code] is the insiders build of copilot chat. are you using vs code insiders? otherwise you can't pick up that version if you're not using insiders, double check your vs code version: - vs code 1.111 uses copilot chat 0.39 - vs code 1.112 uses copilot chat 0.40 |SEP| thanks i ended up downgrading to [inline code] for now. |SEP| yup as of today the latest copilot chat still shows as 0.39 even after - extensions: check for extension updates.",downgrading to 1.111.0 from the website fixed the issue: [code block] |SEP| i think the issue is that for the users the latest available chat version in the marketplace is:,5
